Name,Review_Date,Review,Owner_Response,Response_Date,Response
Sairaj Sandeep,3 years ago,The service was absolutely disappointing.,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ajay Palakula,3 years ago,Worst experience. Don't go for it. Tasteless n Bakwaas ambience poor serving prices are on higher side. I can say dhaba food in villages is better than this. I just went here looking at google reviews..why do you want to assure us..are we …,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
mohd tameem,2 years ago,Me and my family have visited Absolute barbecue gachi bowli branch on 25/07/2022 . I was shattered with the kind of  food they served. The grills were disaster we only picked few prawns coz only that was Lil edible later upon complaining …,,,
Mahmood Khan,2 years ago,"Waste of money.   Prawns too small and spicy, kept asking to reduce spice to no avail.
Rotten Mutton atleast 60days old. …",Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Komal Parashar,2 years ago,"I went to AB’s in Hyderabad and in Noida.
Both were my the worst experiences in terms of quality of the food, taste, ambiance, and service. …",Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Rahul kumar Reddy,2 years ago,Worst! There were hairs in biryani and they are skipping some items entirely and they are serving veg starters for non veg eaters. Never going to this place again they ruined my son's 1st birthday party.,,,
manoja balla,3 years ago,"Worst ambience, no proper service and so conjusted while self servicing and food also bad to taste and at live counter for sea food serving in small quantities.So much of waiting at icecream counter and one single person making jilebis and …",,,
Praveen G,3 years ago,Worst experience ever. They don't have half of what's written in their spirits menu and when you tell them that the mocktail/cocktail is not the standard preparation instead of being apologetic they gang up around you and threaten and …,,,
Bhagya Satyal,2 years ago,"Worst service received from absolute barbeque Gachibowli Hyderabad.
We used to ask multiple times for starters but still they didn't served and they served only once. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Arpit Gupta,2 years ago,"Went for the dinner with parents. Now since ABs and 3Bs are merged on same floor, it was more like a bar than fine dining with family. Food quality and taste has also degraded than what it was couple of years back.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kiran Talari,a year ago,i had experienced rude behaviour from staff and not responding to me. food was also not that much good. am unsatisfied with this branch but am satified for banglore branches those are good hospitabilty ..,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
vishwa teja,2 years ago,We friends met after 3 years to celebrate here but the experience was so disappointing. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abeer Adil,2 years ago,"This above 3Bs-Gachibowli restaurant is one the worst restaurants I ever came across.
They never serve barbecue items. …",,,
Anubhuti Bhawsar,3 years ago,"We ordered food for home delivery and received it after 2 hours of placing it. Staff is devoid of any courtesy of informing us about the delay. We ordered a paneer curry, paneer tikkas, among other things and what they delivered gravy with …",Response from the owner,3 years ago,"""Hi, Anubhuti Bhawsar,

We regret the inconveniences you have faced and request you to share your …"
SRIKANTH R,3 years ago,"For the food and service I will give 5 star rating, But for the Valet Parking i will give 0 rating, Please dont give your cars to them, They put scratch on the car and they searched some valuables in the car. I checked later after delivery. …",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Santu Kumbhakar,2 years ago,"Today have ordered 1 genie's family buffet box non veg from zomato. Buy they provided less quantity, instead of 8 pc of Chicken wings and 8 pc of punjabi tikka they send  7 pc each. And insted of 20angoori gulab jamun they have only given …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Nisha sabarinath,3 years ago,"Visited the place yesterday evening by 6:30.The first scene was that a mop was kept beside the pasta counter and was resting near the counter. After 10 minutes, it was removed, as they noticed that people are seeing that. Waited till 7 pm …",Response from the owner,5 years ago,"Dear Guest

Thanks a million for your kind words, We as a team were delighted to have you …"
Nirmal Kumar,2 years ago,I never expected ABs or sister concern 3Bs to provide us the very bad service and quality of the food is too Oily starters and also Desert icecream quality i think they have used unbranded and coming to service for my team dinner not even one of them liked for each starter to serve they took minimum 20 mins time,,,
tata avinash,3 years ago,The worst experience i ever had in AB's. They have served me pure cold stored food (prawns and veg kebab) and took nearly 40 minutes to get these starters. When the food is touched it was so clear that they have brought from refrigerator. …,Response from the owner,5 years ago,"Hi,

Thank you for sharing your feedback, we would request you to share your contact …"
