Name,Review_Date,Review,Owner_Response,Response_Date,Response
Syed Haroon,2 years ago,I have booked a table at 4 today but they called and informed to come early coz the slot will be closed by 5:30. They asked to wait till 20 mins and still no positive update. The management have to see on the time crunch. Worst management. …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Naveeda Irsshad,2 years ago,DO NOT be FOOLED by the google reviews of this restaurant.  This is just a mediocre BBQ restaurant with a below average food rating. We had lunch owing to their Persian Food Festival.  There was nothing Persian in the food.  When we …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sambhav Sinha,11 months ago,"Food was not upto the mark, staff were rude!! Barbecue nation far more better they serve with a smile, but it was different staff was rude!!",Response from the owner,11 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -()ZLCT-317713 on …"
Khitish Kumar,3 years ago,"Me and my friend visited today where the time was 8.50PM but there staff told we are closing in 30min and i said it's written in Google it's open till 10 o'clock. I simply asked should we leave, staff replied ""yes sir"". I didn't expect this …",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
pradeep kumar,2 years ago,"We went on a weekend to celebrate birthday. Starters not served properly and service was such that  we had to use soup spoons for eating main course, because no one was bothered about what we were requesting.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Vineesh Padmanabhan,3 years ago,"Money Over Customer Experience
They don't allow a booking for two on weekends! That's so ridiculous, they insist on booking over a weekday instead. Such a money oriented policy and …",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Sudipta Paul,3 years ago,"Yesterday we ordered meal box, stale/rotten food was delivered. Rotten smell was coming from Biriyani, Chicken. This caused food poison to entire family including a child. I was a regular customer there but will not come back to AB again. Please avoid AB.",Response from the owner,3 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Rimjhim Agrawal,2 years ago,"This place has become really bad in terms of hospitality. We booked in Zomato, we got the confirmation and even SMS, we took our parents and the person straight forward denied. Said it is a technical glitch from Zomato. I hope that they …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
swathi arsikere,a year ago,Horrendous experience eating in this barbecue place. They are the example of spoof restaurant to give competition to Barbecue Nation. Billing was done blindly to 3500 whereas my actual bill was 23 & they took 20 mins to correct this. Inefficient staff and food is below average.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Shachi Mathur,2 years ago,"If there was an option for 0 stars would have opted for that.horrible experience at Ab's staff was very rude and not trained professionally, they took 15 mins to deliver ice after me asking repeatedly.food was not at all good BBQ chicken …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Gopi Vdather,7 years ago,The taste has significantly decreased. Most of the starters were not served. Non-veg items were not cooked properly. We had been somewhere around at 1:30. But people who came after 2:30 had good starters.I don't know why?? …,,,
Amar CS,2 years ago,All the good reviews will posted by the waiters of absulute barbeque (they beg us to give good review). Never ever  go to this place. Its better to go barbecue nation or big barbecue. This is my experience in absolute barbeque no much …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Nasreen Taj,a year ago,Horrible experience frm this restaurant.....i request everyone to never place order from this restaurant for biryani.......i order biryani n it is not worth at all ....in the name of chicken there was only 1 neck piece of one inch.... …,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Advika Kantu,6 years ago,"I have no idea about the food. I was soo excited to go to this place. Our reservation was for 12:30 slot. We've reached there at 12:20 and we get a message saying that it was cancelled, because we didn't reach by 12:15. Is this how we …",,,
Keerthi Rajiv,4 years ago,"Hi...we had been to this restaurant on Feb 22 with family. When they served mini pizza, I got a metal screw in it. Luckily I didn't swallow it. Just think if small kids with us would have eaten it. Please be careful.",Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
