Name,Review_Date,Review,Owner_Response,Response_Date,Response
Vijayalaxmi Shetty,3 years ago,"When complained about late services, the waiter started to argue. Taste was okay. In terms of hygeine again a disappointment.
Overall the experience was a big disappointment. Money wasted.",,,
DIPIKA : SHETTY,3 years ago,"Food was very bad ...tasteless. only deserts we're good.
Really disappointed with the food.there is no varieties in veg at all.",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
ShaneAbbas Uttanwalla,3 years ago,Its has the worst food . The service is worst. Got cold food. There are shortage of waiters one waiter is given 3 tables in which he is not able to manage . It was a worst experience . Its not worth for the amount you play. I would suggest others to go to BARBEQUE NATION  or some other place .,,,
Sunny Bhise,2 years ago,"Worst place. No proper service & staff is really Bad. Employee name Siddharth not helpful at all from Powai outlet
Really had a bad experience and would never recommend anyone to AbS Barbeque",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
aashu panchal,2 years ago,Visited at 6.30 as per booking timing bt they let us inside at 7 which is ok for delivering good food bt the twist came whr even after letting us in late we didn't had hot barbeque 😔 …,Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kusshal Shah,3 years ago,"Below poverty line food, out of 20 dishes not even one dish is worth having. Worst place ever. I'm surprised the way others have reviewed this place for food. It's horrible !!",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Kevin Dsilva,2 years ago,"Food quality was not upto the mark.
Slow service
More preference given to fish starters than chicken
Hygiene standards were low",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shivam Bade,3 years ago,"unusable vaccinated offer all people not shared your vaccinated certificated because this offer valid only 4 people, per person order minimum 700 RS something order the calculate 2800 RS order compulsory then get 500 rs Discount Dont Waste time",,,
Neeta Shinde,2 years ago,Absolutely waste of money.. food was not at all good and less variety.. I will never ever suggest anyone to dine here,Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Gaurav Lotekar,2 years ago,"I spotted cockroach doing food inspections.
Also i tye quality of food it not up to the mark specially the love counter.
Chicken at the grill was great",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Deepali Cholle,2 years ago,Not done..never got this treatment at bb nation first time we visit absolute barbecue at Powai we booked table for 2 at 8 pm..we reached at 7.59 pm they said no seats available u will get 9.30 slot,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abhishek Patil,a year ago,I hope AB's will contact mi for my lost umbrella. As per promise.,,,
sudha prabhu,2 years ago,"Worst service , too noisy. The starters are not even served properly, the live counter has no clue what they are doing neither is there a menu.",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Ashwini Ghatage,2 years ago,"Don't order online from AB's app, it's been more than three hours, order not received yet. Called many times but no response. Already paid and not received order yet",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Abhijeet Gunadekar,3 years ago,Will not give even 1 star. Booked a table at 4:30 pm for 2 on its website but when I entered they mentioned restaurant is closed. This is not the way you would treat your customers. Waste of time. Will never recommend this place.,,,
Saily Khanvilkar,2 years ago,"Pathetic staff, poor taste of food, You have to wait 15mins for a single spoon..Worst experience ever had..Don't want to give even a single star",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Rajath Rajpal,3 years ago,"Shoddy service, made us wait outside for 15 minutes, even though there were loads of empty seats inside. A wannabe ""Barbeque Nation"". The food wasn't great either to make up for the waiting.",,,
padma nair,4 years ago,LOUSY PLACE.WE SAW THE REVIEWS AND WENT THERE BUT WERE TOTALLY DISAPPOINTED. THE FOOD WAS TASTE LESS.AND ABOVE ALL THE FOOD WAS COLD. IN BARBEQUE RESTAURANTS THE FOOD SHOULD BE HOT BUT NO. INSTEAD OF GOING TO THIS PLACE I RECOMMEND BOMBAY BARBEQUE 🙁🙁🙁🙁 …,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Priyanka Padmaraj,2 years ago,"I was visit today with my friends  , really it was unexpected bad service and staff behaviour ... 100% not recomended anynody .",Response from the owner,2 years ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
SAKSHAM SINGHAL,4 years ago,"Staff not good , food not good , this is the worst place to eat  i have ever been to , they have good branches in chennai , but in mumbai they are worst .",Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
