Name,Review_Date,Review,Owner_Response,Response_Date,Response
satya naren,2 years ago,"Its not up to the mark. Legacy of AB is lost i guess, main course items are not upto the mark and I  felt the place is little clumsy. Staff is very good. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Shravan Patel,a year ago,"Quality of food is not upto the mark and i received small stone in one of the starter and they responded to it and took it causally. I think as  these things regularly faces by management on daily basis and poor  management
A place not be recommended for anyone and it deserves no stars",,,
TALARI BHUVANESHWAR RAO,a year ago,Halal food is being served by this branch which is against my dharma. Halal is for Muslims not for all. If they are adding religion to food they have to consider other religion beliefs too. See the image of halal on small page.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Yousuf Ali,2 years ago,I had been to this place recently and Horrible experience . AC is not working properly . Reserved the table for 15 members one day prior but after going over there I had to wait for 30 minutes for table . Felt embarrassed because all were …,Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Tharun VANGURI,a year ago,"Terrible food. I have eat dinner and got sick a couple hours later. Do not eat here, it will ruin your week.The food was awful. The service a disaster. You will wait, and wait, and wait, at every step of the process. Again, the food is not worth waiting for – not even 5 minutes.",,,
All is Well,10 months ago,I go there single.. they told me that tables are full.. again told me you HV to book online minimum 2 members. Again told me to sit.. I get disrespected. and go out,Response from the owner,10 months ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the sad experience, would request you to share your mobile no & name with this ticket id -(ZLCT-335471) on …"
sneha banagani,3 years ago,I never experienced like this before. Booking was confirmed but they didn't allotted table for me. I was soo hungry but helpless. I won't recommend this to anyone. I switched to another restaurant immediately to satisfy my hunger. Kindly never visit 3b's. After reading my review even if u wanna go then it's up to you.,,,
events in my life - Kumar,2 years ago,"We experienced a bad service there. No one is taking care of us. We have to call someone everytime to ask for some food. Even the starters, they brought us after 40 min. …",Response from the owner,2 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Sharafat Hussain,3 years ago,Worst service and food ever. Spoiled my son’s birthday party. Stay away from this disorganized restaurant and their servers. They are pathetic. They also call for feedback and but no one takes the action that’s a further disgrace. I want …,Response from the owner,3 years ago,"""Hi, Sharafat Hussain,

We regret the inconveniences you have faced and request you to share your …"
MURTY Kuppili,3 years ago,"2 years back- Nice to enjoy and dine in..

Now- waste and worst service.  Wantedly delaying service to save cost. Prawns- …",Response from the owner,3 years ago,"“Hi,

We regret the inconveniences you have faced and request you to share your …"
Swati Choudhury,a year ago,Went to this place for dinner last night. Was not at all happy with their overall service and quality of food. Most of the serving plates and bowls were also damaged. It seemed very chaotic. Barbecue options for vegetarians is very limited. Overall not a pleasant dining experience.,Response from the owner,a year ago,"Dear Guest, Sorry for the inconvenience caused. Our sincere apologies. We would like to connect with you on the said experience, would request you to share your mobile no on wecare@absolute-barbecue.com. We look forward to improve and would be delighted to win you back. Warm Regards Team ABs"
Ravi Madeti,a year ago,"Vegetable Biryani - No Veggies + Very Dangerous Spicy
Not Healthy, Spicy they were adding in most of the items to kill or suppress ur hunger .....Not Happy with the Brand doing silly things like many ...",,,
Ravi Teja,2 years ago,"The  food taste has changed a lot. Earlier before covid,The food is excellent,but now the food is very very bad.Not even worth of 200 rupees. Chicken was not cooked well.Paneer is hard and freezed not fresh and other starters are ok ok.",Response from the owner,2 years ago,"Hi,

We regret the inconveniences you have faced and request you to share your …"
Malli Mallik,a year ago,Horrible Worst service of restaurant . I recently visited jubelihills 3bs i entered 6:30pm still 8:40pm there is no soup and main course dishes. I told several but they ignored .very bad service . I didn't finished my dinner went out immediately. I never visit again .give ur WhatsApp number i will send videos,,,
sai satya,5 years ago,I would give 0 star if possible because...the starters looked like just pulled from refrigerator and sprinkled with some chilli powder. …,Response from the owner,4 years ago,"Hi,

We sincerely apologize for the inconvenience caused. …"
Saurabh Kubde,a year ago,Don't waste your money here. There are lots of Verities of food but all of them are below average in taste. Some dishes are down right bad. Extremely overrated.,,,
